,tender_title,location,Pincode,Organisation Chain,Bid Opening Place,Work Description,Tender Value in ₹,Product Category,Sub category,tender_externalreference,Tender ID,Tender Type,Tender Category,EMD Payable To,EMD Payable At,Awarded Value,Contract Date :,Contract Value :,tender_district_externalReference,tender_district_title_description,tender_district_location,DISTRICT_FINALISED,tender_villages,tender_block,tender_subdistrict,gp,tender_block_location,BLOCK_FINALISED
170,Construction of c.c. drain from Pabitra Mohan Pradhan house to Ashok Kumar Pradhan house in ward No.11,Angul,759122,Municipal Bodies||Angul Municipality,"O/O Executive Officer, Angul Municipality, Angul",Construction of c.c. drain from Pabitra Mohan Pradhan house to Ashok Kumar Pradhan house in ward No.11,"6,33,955",Civil Works - Others,,EO/AGLM-08/2022-23,2022_ORULB_81626_19,Open Tender,Works,Nil,Nil,"538,925",21-Feb-2023,"INR 633,955.24",NA,NA,NA,NA,,,,,,
171,Construction of c.c. drain from Satasangha Vihar to Parichaya Gruha in ward No.14,Angul,759122,Municipal Bodies||Angul Municipality,"O/O Executive Officer, Angul Municipality",Construction of c.c. drain from Satasangha Vihar to Parichaya Gruha in ward No.14,"5,07,184",Civil Works - Others,,EO/AGLM-25/2021-22,2022_ORULB_76531_43,Open Tender,Works,Nil,Nil,"539,700",30-Dec-2022,"INR 507,184.19",NA,NA,NA,NA,,,,,,
172,Construction of c.c. drain from Shibani Das house to blessed Hope Church in ward no.17,Angul,759122,Municipal Bodies||Angul Municipality,"O/O Executive Officer, Angul Municipality",Construction of c.c. drain from Shibani Das house to blessed Hope Church in ward no.17,"3,40,181",Civil Works - Others,,EO/AGLM-25/2021-22,2022_ORULB_76531_35,Open Tender,Works,Nil,Nil,"361,991",01-Oct-2022,"INR 340,181.48",NA,NA,NA,NA,,,,,,
173,Construction of c.c. drain from Siv Sagar shop to Lingarajodi river in ward No.6,Angul,759122,Municipal Bodies||Angul Municipality,"O/O Executive Officer, Angul Municipality, Angul",Construction of c.c. drain from Siv Sagar shop to Lingarajodi river in ward No.6,"2,16,096",Civil Works - Others,,EO/AGLM-08/2022-23,2022_ORULB_81626_2,Open Tender,Works,Nil,Nil,"216,096",21-Feb-2023,"INR 216,096.36",NA,NA,NA,NA,,,,,,
174,Construction of c.c. drain from Tarini temple to Pradipta Sahu house in ward No.17,Angul,759122,Municipal Bodies||Angul Municipality,"O/O Executive Officer, Angul Municipality, Angul",Construction of c.c. drain from Tarini temple to Pradipta Sahu house in ward No.17,"2,37,575",Civil Works - Others,,EO/AGLM-09/2022-23,2022_ORULB_82324_2,Open Tender,Works,Nil,Nil,"237,575",27-Mar-2023,"INR 237,575.15",NA,NA,NA,NA,,,,,,
175,"Construction of cable trench and making precast slabs for 11/33/220/400 KV Switchyard of UIHEP, Mukhiguda.","O/o the Sr. General Manager(El),UIHEP,Mukhiguda",766026,Odisha Hydro Power Corporation Ltd||Upper Indravati H.E. Project Mukhiguda,"O/o the Sr. General Manager(El),UIHEP,Mukhiguda","Construction of cable trench and making precast slabs for 11/33/220/400 KV Switchyard of UIHEP, Mukhiguda.","16,60,174",Civil Works - Others,Cable Trench,e-TCN-42/2021-22 Dt.29.12.2021,2021_OHPCL_75225_1,Open Tender,Works,Nil,Nil,"1,809,590",09-May-2022,"INR 1,809,590",NA,NA,NA,NA,,,,,,
178,Construction of CC drain and internal CC road at Badaramachandrapur RR colony of Deo Irrigation Project.,Badaramachandrapur,757037,CCE Deo Irr Project Karanjia||CCE Deo Irr Project Karanjia||E.E Deo Head Works Divn Karanjia,"O/o the SE, DHWD,Karanjia",Construction of CC drain and internal CC road at Badaramachandrapur RR colony of Deo Irrigation Project.,"60,90,937",Civil Works - Roads,,04(3)/SEDHWD OF 2022-23,2023_CCEDI_85059_1,Open Tender,Works,Nil,Nil,"5,177,906",17-Feb-2023,"INR 5,176,906",NA,NA,NA,NA,,,,,,
180,"Construction of CC road with drain from Loknath Senapati house to Jagannath Mandir house, Ward No-10.",Ward No-10,768222,Municipal Bodies||Kuchinda NAC,OFFICE OF THE NAC KUCHINDA,"Construction of CC road with drain from Loknath Senapati house to Jagannath Mandir house, Ward No-10.","2,65,086",Civil Works - Others,,KCDA/NAC-1/2022-23,2022_ORULB_77702_12,Open Tender,Works,Nil,Nil,"225,349.27",15-Nov-2022,"INR 225,349.27",NA,NA,NA,NA,,,,,,
183,"Construction of cement Concrete drain Rama Charan Ray house to Sukru Sahu house, Ward No-2",Ward No-2,768222,Municipal Bodies||Kuchinda NAC,OFFICE OF THE NAC KUCHINDA,"Construction of cement Concrete drain Rama Charan Ray house to Sukru Sahu house, Ward No-2","1,75,810",Civil Works - Others,,KCDA/NAC-1/2022-23,2022_ORULB_77702_22,Open Tender,Works,Nil,Nil,"149,456.44",16-Nov-2022,"INR 149,456.44",NA,NA,NA,NA,,,,,,
184,"Construction of Cement Concrete drain Tala Bandha towards Sharma house, Ward No-2",Ward No-2,768222,Municipal Bodies||Kuchinda NAC,OFFICE OF THE NAC KUCHINDA,"Construction of Cement Concrete drain Tala Bandha towards Sharma house, Ward No-2","1,75,810",Civil Works - Others,,KCDA/NAC-1/2022-23,2022_ORULB_77702_25,Open Tender,Works,Nil,Nil,"149,456.44",15-Nov-2022,"INR 149,456.44",NA,NA,NA,NA,,,,,,
185,CONSTRUCTION OF CEMENT CONCRETE DRAIN WITH COVER PLATE FROM PRAFULLA BEHERA HOUSE TO PRATAP BARIK HOUSE IN WARD NO- 01,WARD NO-01,766015,Municipal Bodies||Dharmagarh NAC,DHARMAGARH NAC,CONSTRUCTION OF CEMENT CONCRETE DRAIN WITH COVER PLATE FROM PRAFULLA BEHERA HOUSE TO PRATAP BARIK HOUSE IN WARD NO- 01,"8,92,857",Civil Works - Roads,,DHARAMGARH/NAC/01/2022-23,2022_ORULB_80747_63,Open Tender,Works,Nil,Nil,"882,857.00",13-Mar-2023,"INR 882,857.002",NA,NA,NA,NA,,,,,,
186,CONSTRUCTION OF CEMENT CONCRETE ROAD AND DRAIN WITH COVER PLATE FROM N.H 130C TO NATHURAM HOUSE IN WARD NO- 03,WARD NO-03,766015,Municipal Bodies||Dharmagarh NAC,DHARMAGARH NAC,CONSTRUCTION OF CEMENT CONCRETE ROAD AND DRAIN WITH COVER PLATE FROM N.H 130C TO NATHURAM HOUSE IN WARD NO- 03,"2,50,000",Civil Works - Roads,,DHARAMGARH/NAC/01/2022-23,2022_ORULB_80747_58,Open Tender,Works,Nil,Nil,"248,275",13-Mar-2023,"INR 248,275",NA,NA,NA,NA,,,,,,
187,"Construction of Cement Concrete road with drain from Arjun Pradhan house to Narsingha Chhatria house, Ward No-3",Ward No-3,768222,Municipal Bodies||Kuchinda NAC,OFFICVE OF THE NAC KUCHINDA,"Construction of Cement Concrete road with drain from Arjun Pradhan house to Narsingha Chhatria house, Ward No-3","2,19,510",Civil Works - Others,,KCDA/NAC-1/2022-23,2022_ORULB_77702_20,Open Tender,Works,Nil,Nil,"186,605.99",15-Nov-2022,"INR 186,605.99",NA,NA,NA,NA,,,,,,
188,"Construction of Cement Concrete road with drain from Sudhansu Mahapatra house to Susanta Mahakul house, Ward No-9.",Ward No-9,768222,Municipal Bodies||Kuchinda NAC,OFFICE OF THE NAC KUCHINDA,"Construction of Cement Concrete road with drain from Sudhansu Mahapatra house to Susanta Mahakul house, Ward No-9.","2,21,053",Civil Works - Roads,,KCDA/NAC-1/2022-23,2022_ORULB_77702_11,Open Tender,Works,Nil,Nil,"187,917.68",15-Nov-2022,"INR 187,917.68",NA,NA,NA,NA,,,,,,
190,Construction of Check dam over Kamalabada Nalla in Nuagada block of Block of Gajapapti District under MATY Scheme 2022-23,Nuagada,761214,"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||GAJAPATI","S.E.M.I.DIVISION, GAJAPTI PARALAKHEMUNDI",Construction of Check dam over Kamalabada Nalla in Nuagada block of Block of Gajapapti District under MATY Scheme 2022-23,"21,27,675",Civil Works - Others,,MIDGJP-06/2022-23,2023_CEMIB_85213_2,Open Tender,Works,Nil,Nil,"1,808,737",03-Mar-2023,"INR 2,127,675.18",NA,NA,NA,NA,,,,,,
197,"Construction of Culvert at Sargidhi Slum, Ward No-4,Kuchinda NAC",Ward No-4,768222,Municipal Bodies||Kuchinda NAC,OFFICE OF THE EXECUTIVE OFFICER NAC KUCHINDA,"Construction of Culvert at Sargidhi Slum, Ward No-4,Kuchinda NAC","97,740",Civil Works - Others,,KCDA/NAC-11/2021-22,2021_ORULB_72707_24,Open Tender,Works,Nil,Nil,"83,039.91",28-Oct-2022,"INR 83,039.91",NA,NA,NA,NA,,,,,,
216,"Construction of Drain at Padamavati Nagar 6th line to Joka Bandha Front ,Ward No 9",Hinjilicut Municipality,761102,Municipal Bodies||Hinjilicut Municipal Council,Hinjilicut Municipality,"Construction of Drain at Padamavati Nagar 6th line to Joka Bandha Front ,Ward No 9","15,89,509",Civil Works - Others,,HIN-MUN-02/2021-22,2021_ORULB_71885_5,Open Tender,Works,Nil,Nil,"1,351,242.37",03-Aug-2022,"INR 1,589,509.9",NA,NA,NA,NA,,,,,,
228,Construction of drain from Omm residency towards PWD drain in ward No.6,Angul,759122,Municipal Bodies||Angul Municipality,"O/O Executive Officer, Angul Municipality, Angul",Construction of drain from Omm residency towards PWD drain in ward No.6,"9,91,490",Civil Works - Others,,EO/AGLM-15/2021-22,2021_ORULB_71271_1,Open Tender,Works,Nil,Nil,"944,008",24-Jan-2023,"INR 991,488.81",NA,NA,NA,NA,,,,,,
232,Construction of drain from Ranjan Pradhan house to Binod Behera house at Sikhyakapada in ward No.1,Angul,759122,Municipal Bodies||Angul Municipality,"O/O Executive Officer, Angul Municipality",Construction of drain from Ranjan Pradhan house to Binod Behera house at Sikhyakapada in ward No.1,"3,41,070",Civil Works - Others,,EO/AGLM-25/2021-22,2022_ORULB_76531_36,Open Tender,Works,Nil,Nil,"324,737",01-Oct-2022,"INR 341,070.44",NA,NA,NA,NA,,,,,,
239,Construction of drain from TATA Heat paint shop to Pabi Senapati house in ward no.5,Angul,759122,Municipal Bodies||Angul Municipality,"O/O Executive Officer, Angul Municipality",Construction of drain from TATA Heat paint shop to Pabi Senapati house in ward no.5,"1,72,395",Civil Works - Others,,EO/AGLM-25/2021-22,2022_ORULB_76531_29,Open Tender,Works,Nil,Nil,"183,447",21-Jan-2023,"INR 172,394.73",NA,NA,NA,NA,,,,,,
242,"Construction of drain near new market complex ,Ward No-4,Kuchinda NAC",Ward No-4,768222,Municipal Bodies||Kuchinda NAC,OFFICE OF THE NAC KUCHINDA,"Construction of drain near new market complex ,Ward No-4,Kuchinda NAC","5,22,518",Civil Works - Others,,KCDA/NAC-5/2022-23,2022_ORULB_82029_8,Open Tender,Works,Nil,Nil,"441,383.01",16-Nov-2022,"INR 441,383.01",NA,NA,NA,NA,,,,,,
249,"Construction of fire fighting pump house building, fire fighting water tank, boundary wall, cement concrete road and drain inside Pump House premises, BHEP, Balimela","Power House premises, BHEP, Balimela",764051,Odisha Hydro Power Corporation Ltd||Balimela H.E. Project Balimela,"O/o the Unit Head, BHEP, Balimela","Construction of fire fighting pump house building, fire fighting water tank, boundary wall, cement concrete road and drain inside Pump House premises, BHEP, Balimela","1,39,10,814",Civil Works - Buildings,"Industrial building, water tank, brick wall, Road  ",BHEP/29/2021-22 DATED 04.12.2021,2021_OHPCL_73661_1,National Competitive Bid,Works,Nil,Nil,"11,825,583",10-Jun-2022,"INR 11,825,583",NA,NA,NA,NA,,,,,,
303,Construction of P.K.W cum VRB on Kantia Nalla at RD 2600m near village Bailo and Gourangapur in Athagarh Block,Construction of P.K.W cum VRB on Kantia Nalla at R,753003,"CE,Drainage,Cuttack||SE,Drainage,Cuttack",Additional Chief Engineer Drainage Circle Cuttack,Construction of PKW cum VRB on Kantia Nalla at RD 2600m near village Bailo and Gourangapur in Athagarh Block,"3,96,87,327",Civil Works - Others,,SEDC-CTC/DDCTC-14/2021-22,2021_CEDC_72650_1,National Competitive Bid,Works,Nil,Nil,"33,738,196",25-Apr-2022,"INR 33,738,196",NA,NA,NA,NA,,,,,,
309,Construction of paver block road and drain at Laxmi temple in ward No.20,Angul,759122,Municipal Bodies||Angul Municipality,"O/O Executive Officer, Angul Municipality",Construction of paver block road and drain at Laxmi temple in ward No.20,"17,86,868",Civil Works - Others,,EO/AGLM-25/2021-22,2022_ORULB_76531_26,Open Tender,Works,Nil,Nil,"1,701,298",18-Jan-2023,"INR 1,786,867.64",NA,NA,NA,NA,,,,,,
310,Construction of paver block road and drain from Jayakrishna Behera house to Prativa Pal at Jagannath Vihar in ward No.1,Angul,759122,Municipal Bodies||Angul Municipality,"O/O Executive Officer, Angul Municipality",Construction of paver block road and drain from Jayakrishna Behera house to Prativa Pal at Jagannath Vihar in ward No.1,"5,40,241",Civil Works - Others,,EO/AGLM-25/2021-22,2022_ORULB_76531_21,Open Tender,Works,Nil,Nil,"514,370",21-Jan-2023,"INR 540,240.69",NA,NA,NA,NA,,,,,,
311,Construction of paver block road from Main road to SUH with protection wall in ward No.18,Angul,759122,Municipal Bodies||Angul Municipality,"O/O Executive Officer, Angul Municipality",Construction of paver block road from Main road to SUH with protection wall in ward No.18,"2,76,846",Civil Works - Others,,EO/AGLM-25/2021-22,2022_ORULB_76531_9,Open Tender,Works,Nil,Nil,"288,735",05-Jan-2023,"INR 276,846.27",NA,NA,NA,NA,,,,,,
312,Construction of paver block road from Pravas sahu house to culvert in ward No.20,Angul,759122,Municipal Bodies||Angul Municipality,"O/O Executive Officer, Angul Municipality",Construction of paver block road from Pravas sahu house to culvert in ward No.20,"3,21,444",Civil Works - Others,,EO/AGLM-25/2021-22,2022_ORULB_76531_20,Open Tender,Works,Nil,Nil,"306,050",01-Oct-2022,"INR 321,443.51",NA,NA,NA,NA,,,,,,
313,Construction of paver block road with RCC drain from Plot No.17 to Plot No.283 at Mahanadibihar in Ward No.47.,CMC area,753012,Municipal Bodies||Cuttack Municipal Corporation,"Bikash Bhawan,Jagannath Lane,Badambadi-753012",Construction of paver block road with RCC drain from Plot No.17 to Plot No.283 at Mahanadibihar in Ward No.47.,"19,69,168",Civil Works - Others,,MC(CMC)CTC_Div-II_No1/2022-23,2022_ORULB_75429_42,Open Tender,Works,Nil,Nil,"2,028,243",20-Aug-2022,"INR 2,028,243",NA,NA,NA,NA,,,,,,
318,CONSTRUCTION OF PAVER ROAD WITH COVER DRAIN FROM PWD ROAD NEAR PRATAP THAKUR HOUSE TO PAHALI HOUSE IN WARD NO-04,WARD NO-04,766015,Municipal Bodies||Dharmagarh NAC,DHARMAGARH NAC,CONSTRUCTION OF PAVER ROAD WITH COVER DRAIN FROM PWD ROAD NEAR PRATAP THAKUR HOUSE TO PAHALI HOUSE IN WARD NO-04,"5,96,429",Civil Works - Roads,,DHARAMGARH/NAC/01/2022-23,2022_ORULB_80747_51,Open Tender,Works,Nil,Nil,"507,024.29",13-Mar-2023,"INR 507,024.293",NA,NA,NA,NA,,,,,,
321,"Construction of Protection wall ,from RD-39.320 km to 39.350km and repair of head wall of Makaput HR offtaking from JMC at RD-39.330km.",BORIGUMMA,764056,"CCE,Upper Kolab Project,Jeypore||CCE,Upper Kolab Project, Bariniput||EE, Upper Kolab Irrigation Divn IV, Boriguma","Office of the SE UKIDIVN, Borigumma,Dist-Koraput",CANAL STRUCTURAL WORKS,"7,91,084",Civil Works - Canal,,SEUKID 01/2022-23 (SL 20),2022_CCEJE_82202_1,Open Tender,Works,Nil,Nil,"672,501",28-Nov-2022,"INR 791,084",NA,NA,NA,NA,,,,,,
323,Construction of protection wall for intake well and construction of watchmen shed near intake site at Subarnapur Municipality.,Subarnapur Municipality,767017,PHEO||PH Circle Bhawanipatna||PH Division Balangir,"Superintending Engineer, P.H. Division, Balangir",Construction of protection wall for intake well and construction of watchmen shed near intake site at Subarnapur Municipality.,"86,47,890",Civil Works - Water Works,,SEPHBGR20/2021-22,2021_PHEO_70060_4,National Competitive Bid,Works,Nil,Nil,"8,064,158",16-Nov-2022,"INR 8,647,890.18",NA,NA,NA,NA,,,,,,
324,Construction of protection wall from RD 1.750km to 1.950km of Panchia minor offtaking from Karlahandi Disty.,BORIGUMMA,764056,"CCE,Upper Kolab Project,Jeypore||CCE,Upper Kolab Project, Bariniput||EE, Upper Kolab Irrigation Divn IV, Boriguma","Office of the SE UKIDIVN, Borigumma,Dist-Koraput.",CANAL STRUCTURAL WORK,"8,31,580",Civil Works - Canal,,SEUKID 02/2022-23 (SL 23),2022_CCEJE_83321_1,Open Tender,Works,Nil,Nil,"706,926",02-Jan-2023,"INR 831,580",NA,NA,NA,NA,,,,,,
325,Construction of protection wall from RD 1430m to 1680m of Sadaranga sub minor offtaking from Belagaon Disty.,BORIGUMMA,764056,"CCE,Upper Kolab Project,Jeypore||CCE,Upper Kolab Project, Bariniput||EE, Upper Kolab Irrigation Divn IV, Boriguma","Office of the SE UKIDIVN, Borigumma,Dist-Koraput.",CANAL STRUCTURAL WORK,"8,10,128",Civil Works - Canal,,SEUKID 02/2022-23 (SL 20),2022_CCEJE_83317_1,Open Tender,Works,Nil,Nil,"688,690",02-Jan-2023,"INR 810,128",NA,NA,NA,NA,,,,,,
326,Construction of protection wall from RD 2720m to 2920m of Sandhagaon minor.,BORIGUMMA,764056,"CCE,Upper Kolab Project,Jeypore||CCE,Upper Kolab Project, Bariniput||EE, Upper Kolab Irrigation Divn IV, Boriguma","Office of the SE UKIDIVN, Borigumma,Dist-Koraput.",CANAL STRUCTURAL WORK,"7,38,687",Civil Works - Canal,,SEUKID 02/2022-23 (SL 21),2022_CCEJE_83319_1,Open Tender,Works,Nil,Nil,"627,957",02-Jan-2023,"INR 738,687",NA,NA,NA,NA,,,,,,
328,Construction of protection wall from RD 400m to 560m of Ekama minor offtaking from RD 56.370km of JMC.,BORIGUMMA,764056,"CCE,Upper Kolab Project,Jeypore||CCE,Upper Kolab Project, Bariniput||EE, Upper Kolab Irrigation Divn IV, Boriguma","Office of the SE UKIDIVN, Borigumma,Dist-Koraput.",CANAL STRUCTURAL WORK,"7,24,693",Civil Works - Canal,,SEUKID 02/2022-23 (SL 24),2022_CCEJE_83322_1,Open Tender,Works,Nil,Nil,"616,062",02-Jan-2023,"INR 724,693",NA,NA,NA,NA,,,,,,
333,Construction of Protection wall on both banks near CD No 1 from RD 0.500 km to 0.840 km of Kusumi Sub Minor II.,BORIGUMMA,764056,"CCE,Upper Kolab Project,Jeypore||CCE,Upper Kolab Project, Bariniput||EE, Upper Kolab Irrigation Divn IV, Boriguma","Office of the SE UKIDIVN, Borigumma,Dist-Koraput.",Canal Structural work,"7,07,825",Civil Works - Canal,,SEUKID 01/2022-23 (SL 5),2022_CCEJE_82163_1,Open Tender,Works,Nil,Nil,"601,722",28-Nov-2022,"INR 707,825",NA,NA,NA,NA,,,,,,
335,Construction of Protection Work(Toe Wall) to Prevent from Land Sliding from RD 819.50 mtr.to 1215.00 mtr.of Pakhnaguda-Katharagada Minor,AMBAGUDA,764055,"CCE,Upper Kolab Project,Jeypore||CCE,Upper Kolab Project, Bariniput||EE Telingiri Canal Division No.II Ambaguda",S. E. Telengiri Canal Division Ambaguda,Construction of Protection Work(Toe Wall) to Prevent from Land Sliding from RD 819.50 mtr.to 1215.00 mtr.of Pakhnaguda-Katharagada Minor,"19,36,410",Civil Works - Others,,SETCD-03/2022-23(3),2023_CCEJE_85470_1,Open Tender,Works,Nil,Nil,"1,646,141.72",24-Feb-2023,"INR 1,936,409.509",NA,NA,NA,NA,,,,,,
337,Construction of Rambhila Check Dam near village Rambhila over Kundakhaijore nalla in Aul Block under MATY grant for the year 2022-23,jajpur,755001,"CE,Minor Irrigation,BBSR||SECMIC-BHUBANESWAR||CUTTACK",SE MI DIVISION JAJPUR,Construction of Rambhila Check Dam near village Rambhila over Kundakhaijore nalla in Aul Block under MATY grant for the year 2022-23,"40,45,943",Civil Works - Others,,SEMIDJAJ_08/2022-23,2023_CEMIB_85193_1,Open Tender,Works,Nil,Nil,"3,439,455.88",21-Mar-2023,"INR 3,439,455.88",NA,NA,NA,NA,,,,,,
339,Construction of RCC culvert to Bharat Nagar slum in ward No.17,Angul,759122,Municipal Bodies||Angul Municipality,"O/O Executive Officer, Angul Municipality, Angul",Construction of RCC culvert to Bharat Nagar slum in ward No.17,"1,77,400",Civil Works - Others,,EO/AGLM-09/2021-22,2021_ORULB_70459_2,Open Tender,Works,Nil,Nil,"150,802",18-Jan-2023,"INR 177,393.77",NA,NA,NA,NA,,,,,,
344,"Construction of RCC layer over dry stone wall and base of internal drain of RR colony, Bidyadharapur of Chheligada Irrigation Project.",Mahendragada,761017,"CE-BM,RVN Basin,Berhampur||SE Southern Irr Circle II Paralakhemundi||EE Chheligada Head Works Divn Mahendragada","O/o S.E., Chheligada Head Works Divn., Mahendragad",Construction of RCC layer,"12,31,000",Civil Works - Others,,SE-CHWD-05/2022-23,2023_CEBMB_85329_5,Open Tender,Works,Nil,Nil,"1,046,345",23-Mar-2023,"INR 1,046,345",NA,NA,NA,NA,,,,,,
377,Construction of SKEW culvert at Uamsankar Acharaya house of ward No.17 Bharata Nagar,Angul,759122,Municipal Bodies||Angul Municipality,"O/O Executive Officer, Angul Municipality, Angul",Construction of SKEW culvert at Uamsankar Acharaya house of ward No.17 Bharata Nagar,"1,36,600",Civil Works - Others,,EO/AGLM-09/2021-22,2021_ORULB_70459_1,Open Tender,Works,Nil,Nil,"116,130",17-Jan-2023,"INR 136,607.92",NA,NA,NA,NA,,,,,,
383,Construction of step on LFB of river Padma at Khilabadi,Aska,761111,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","SE, BhanjanagarIrr. Divn., Bhanjanagar",Construction of step on LFB of river Padma at Khilabadi,"5,94,056",Civil Works - Others,,e-BNID-08/2022-23,2022_CEBMB_82808_35,Open Tender,Works,Nil,Nil,"505,007",28-Jan-2023,"INR 505,007",NA,NA,NA,NA,,,,,,
384,Construction of step on RFB of river Rushikulya near Sri Pudugeswar Temple and Additional steps near gauge post,Aska,761111,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","SE, BhanjanagarIrr. Divn., Bhanjanagar",Construction of step on RFB of river Rushikulya near Sri Pudugeswar Temple and Additional steps near gauge post,"5,62,639",Civil Works - Others,,e-BNID-08/2022-23,2022_CEBMB_82808_27,Open Tender,Works,Nil,Nil,"478,299",23-Jan-2023,"INR 478,299",NA,NA,NA,NA,,,,,,
401,Construction of VRB at RD 0.480km including protection work of Sanaparia Minor.,BORIGUMMA,764056,"CCE,Upper Kolab Project,Jeypore||CCE,Upper Kolab Project, Bariniput||EE, Upper Kolab Irrigation Divn IV, Boriguma","Office of the SE UKIDIVN, Borigumma,Dist-Koraput.",CANAL STRUCTURAL WORK,"6,39,510",Civil Works - Canal,,SEUKID 02/2022-23 (SL 08),2022_CCEJE_83299_1,Open Tender,Works,Nil,Nil,"543,648",02-Jan-2023,"INR 639,510",NA,NA,NA,NA,,,,,,
402,Construction of VRB at RD 0.500Km of Hadia Sub Minor-II including its slope protection works.,BORIGUMMA,764056,"CCE,Upper Kolab Project,Jeypore||CCE,Upper Kolab Project, Bariniput||EE, Upper Kolab Irrigation Divn IV, Boriguma","Office of the SE UKIDIVN, Borigumma,Dist-Koraput.",CANAL/ROAD STRUCTURAL WORK,"4,56,451",Civil Works - Roads,,SEUKID 01/2022-23 (SL 29),2022_CCEJE_82211_1,Open Tender,Works,Nil,Nil,"388,029",28-Nov-2022,"INR 456,451",NA,NA,NA,NA,,,,,,
403,Construction of VRB at RD 0.800km including protection work of Mohantiput Minor.,BORIGUMMA,764056,"CCE,Upper Kolab Project,Jeypore||CCE,Upper Kolab Project, Bariniput||EE, Upper Kolab Irrigation Divn IV, Boriguma","Office of the SE UKIDIVN, Borigumma,Dist-Koraput.",CANAL/ROAD STRUCTURAL WORK,"6,79,849",Civil Works - Canal,,SEUKID 01/2022-23 (SL 25),2022_CCEJE_82207_1,Open Tender,Works,Nil,Nil,"577,940",28-Nov-2022,"INR 679,849",NA,NA,NA,NA,,,,,,
404,Construction of VRB at RD 3.350 km of Telia Minor including its slope protection works.,BORIGUMMA,764056,"CCE,Upper Kolab Project,Jeypore||CCE,Upper Kolab Project, Bariniput||EE, Upper Kolab Irrigation Divn IV, Boriguma","Office of the SE UKIDIVN, Borigumma,Dist-Koraput.",CANAL/ROAD STRUCTURAL WORK,"4,46,167",Civil Works - Roads,,SEUKID 01/2022-23 (SL 30),2022_CCEJE_82212_1,Open Tender,Works,Nil,Nil,"379,287",03-Dec-2022,"INR 446,167",NA,NA,NA,NA,,,,,,
406,"Constructions of CC drain from Dusasan shop to Sobhagy Pradhan house, Ward No-11",Ward No-11,768222,Municipal Bodies||Kuchinda NAC,OFFICE OF THE NAC KUCHINDA,"Constructions of CC drain from Dusasan shop to Sobhagy Pradhan house, Ward No-11","1,75,487",Civil Works - Others,,KCDA/NAC-1/2022-23,2022_ORULB_77702_8,Open Tender,Works,Nil,Nil,"149,181.94",15-Nov-2022,"INR 149,191.94",NA,NA,NA,NA,,,,,,
407,Creating a new drainage channel for Marshaghai college campus under DIP,Creating a new drainage channel for Marshaghai col,754201,"CE,Drainage,Cuttack||SE,Drainage,Cuttack",Additional Chief Engineer Drainage Circle Cuttack,Creating a new drainage channel for Marshaghai college campus under DIP,"2,25,19,120",Civil Works - Others,,SEDC-CTC / DDKPD -09/2021-22,2021_CEDC_72390_1,National Competitive Bid,Works,Nil,Nil,"19,143,504",26-Apr-2022,"INR 19,143,504",NA,NA,NA,NA,,,,,,
409,"Development of proposed garden at Satiguda Dam including concrete drains, laying of floor tiles Over walkway paths, providing steel hand railsat the steps",KOLABNAGAR,764011,"CCE,Upper Kolab Project,Jeypore||CCE,Upper Kolab Project, Bariniput||EE , Upper Kolab Headworks Division,Kolabnagar",O/O THE SE U.K.H.W DIV. KOLABNAGAR,"Concrete Drain, Walk way Path etc.,","13,06,191",Civil Works - Others,,SE-UKHWD-10/2022-23 (2),2023_CCEJE_86077_1,Open Tender,Works,Nil,Nil,"1,110,392.64",22-Mar-2023,"INR 1,306,190.61",NA,NA,NA,NA,,,,,,
412,DRAIN AT CHARBAHAL,CHARBAHAL,766017,CE-NH||NHCIRCLE-SAMBALPUR||EENH-DIVN-KESINGA,OFFICE OF EE NH DIVISION KESINGA,CONS OF RCC DRAIN AT CHARBAHAL FROM 224 200 TO 224 400 OF NH 26,"12,24,686",Civil Works - Others,,EE NH KSNG 03 202223,2022_CENH_80645_1,Open Tender,Works,Nil,Nil,"1,041,105",20-Oct-2022,"INR 1,041,105",NA,NA,NA,NA,,,,,,
413,Drain at Satsangbihar Bhawanipatna,Bhawanipatna,766001,CE-NH||NHCIRCLE-SAMBALPUR||EENH-DIVN-KESINGA,NH division Kesinga,Construction of RCC drain near Bhawanipatna town from km.181/390 to km.181/635 (R.H.S.) and from ch. Km.182/900 to km.183/315 (R.H.S.) of NH-26 for the year 2022-23,"47,24,363",Civil Works - Others,,ID07 EENH KSNG 2022 23,2022_CENH_83763_1,Open Tender,Works,Nil,Nil,"4,016,180.97",13-Jan-2023,"INR 4,016,180.97",NA,NA,NA,NA,,,,,,
414,Dredging of Alipada Nallla from RD 6400 m to 9300 m under DOAB-XV.,Kanasa,751012,"CE,Drainage,Cuttack||SE Drainage Circle Bhubaneswar","O/o the Addl. Chief Engineer, Drainage Circle, Bhu","Desilting through Dredging, Weed clearance","3,09,08,477",Civil Works - Others,,ACEDC-BBSR/DD-PURI-13/2022-23,2022_CEDC_82271_1,Open Tender,Works,Nil,Nil,"26,275,296",30-Nov-2022,"INR 26,275,296",NA,NA,NA,NA,,,,,,
